Funcion objetivo: 12442.0 (integer optimal solution)

Variables x_ != 0:
  x_0_6 = 1.0
  x_76_0 = 1.0
  x_6_1 = 1.0
  x_1_13 = 1.0
  x_13_90 = 1.0
  x_41_20 = 1.0
  x_20_83 = 1.0
  x_69_27 = 1.0
  x_27_97 = 1.0
  x_48_34 = 1.0
  x_34_55 = 1.0
  x_62_41 = 1.0
  x_90_48 = 1.0
  x_55_69 = 1.0
  x_97_62 = 1.0
  x_83_76 = 1.0

Variables y_ != 0:
  y_2_1 = 1.0
  y_3_1 = 1.0
  y_4_1 = 1.0
  y_5_6 = 1.0
  y_7_6 = 1.0
  y_8_6 = 1.0
  y_9_6 = 1.0
  y_10_13 = 1.0
  y_11_13 = 1.0
  y_12_13 = 1.0
  y_14_13 = 1.0
  y_15_13 = 1.0
  y_16_13 = 1.0
  y_17_20 = 1.0
  y_18_20 = 1.0
  y_19_20 = 1.0
  y_21_20 = 1.0
  y_22_20 = 1.0
  y_23_20 = 1.0
  y_24_27 = 1.0
  y_25_27 = 1.0
  y_26_27 = 1.0
  y_28_27 = 1.0
  y_29_27 = 1.0
  y_30_27 = 1.0
  y_31_34 = 1.0
  y_32_34 = 1.0
  y_33_34 = 1.0
  y_35_34 = 1.0
  y_36_34 = 1.0
  y_37_34 = 1.0
  y_38_41 = 1.0
  y_39_41 = 1.0
  y_40_41 = 1.0
  y_42_41 = 1.0
  y_43_41 = 1.0
  y_44_41 = 1.0
  y_45_48 = 1.0
  y_46_48 = 1.0
  y_47_48 = 1.0
  y_49_48 = 1.0
  y_50_48 = 1.0
  y_51_48 = 1.0
  y_52_55 = 1.0
  y_53_55 = 1.0
  y_54_55 = 1.0
  y_56_55 = 1.0
  y_57_55 = 1.0
  y_58_55 = 1.0
  y_59_62 = 1.0
  y_60_62 = 1.0
  y_61_62 = 1.0
  y_63_62 = 1.0
  y_64_62 = 1.0
  y_65_62 = 1.0
  y_66_69 = 1.0
  y_67_69 = 1.0
  y_68_69 = 1.0
  y_70_69 = 1.0
  y_71_69 = 1.0
  y_72_69 = 1.0
  y_73_76 = 1.0
  y_74_76 = 1.0
  y_75_76 = 1.0
  y_77_76 = 1.0
  y_78_76 = 1.0
  y_79_76 = 1.0
  y_80_83 = 1.0
  y_81_83 = 1.0
  y_82_83 = 1.0
  y_84_83 = 1.0
  y_85_83 = 1.0
  y_86_83 = 1.0
  y_87_90 = 1.0
  y_88_90 = 1.0
  y_89_90 = 1.0
  y_91_90 = 1.0
  y_92_90 = 1.0
  y_93_90 = 1.0
  y_94_97 = 1.0
  y_95_97 = 1.0
  y_96_97 = 1.0
  y_98_97 = 1.0
  y_99_97 = 1.0
  y_100_97 = 1.0

Otras variables (u_, p_):
  u_0 = 0.0
  u_1 = 2.0
  u_2 = 1.0
  u_3 = 1.0
  u_4 = 1.0
  u_5 = 1.0
  u_6 = 1.0
  u_7 = 1.0
  u_8 = 1.0
  u_9 = 1.0
  u_10 = 1.0
  u_11 = 1.0
  u_12 = 1.0
  u_13 = 3.0
  u_14 = 1.0
  u_15 = 1.0
  u_16 = 1.0
  u_17 = 1.0
  u_18 = 1.0
  u_19 = 1.0
  u_20 = 13.0
  u_21 = 1.0
  u_22 = 1.0
  u_23 = 1.0
  u_24 = 1.0
  u_25 = 1.0
  u_26 = 1.0
  u_27 = 9.0
  u_28 = 1.0
  u_29 = 1.0
  u_30 = 1.0
  u_31 = 1.0
  u_32 = 1.0
  u_33 = 1.0
  u_34 = 6.0
  u_35 = 1.0
  u_36 = 1.0
  u_37 = 1.0
  u_38 = 1.0
  u_39 = 1.0
  u_40 = 1.0
  u_41 = 12.0
  u_42 = 1.0
  u_43 = 1.0
  u_44 = 1.0
  u_45 = 1.0
  u_46 = 1.0
  u_47 = 1.0
  u_48 = 5.0
  u_49 = 1.0
  u_50 = 1.0
  u_51 = 1.0
  u_52 = 1.0
  u_53 = 1.0
  u_54 = 1.0
  u_55 = 7.0
  u_56 = 1.0
  u_57 = 1.0
  u_58 = 1.0
  u_59 = 1.0
  u_60 = 1.0
  u_61 = 1.0
  u_62 = 11.0
  u_63 = 1.0
  u_64 = 1.0
  u_65 = 1.0
  u_66 = 1.0
  u_67 = 1.0
  u_68 = 1.0
  u_69 = 8.0
  u_70 = 1.0
  u_71 = 1.0
  u_72 = 1.0
  u_73 = 1.0
  u_74 = 1.0
  u_75 = 1.0
  u_76 = 15.0
  u_77 = 1.0
  u_78 = 1.0
  u_79 = 1.0
  u_80 = 1.0
  u_81 = 1.0
  u_82 = 1.0
  u_83 = 14.0
  u_84 = 1.0
  u_85 = 1.0
  u_86 = 1.0
  u_87 = 1.0
  u_88 = 1.0
  u_89 = 1.0
  u_90 = 4.0
  u_91 = 1.0
  u_92 = 1.0
  u_93 = 1.0
  u_94 = 1.0
  u_95 = 1.0
  u_96 = 1.0
  u_97 = 10.0
  u_98 = 1.0
  u_99 = 1.0
  u_100 = 1.0
  p_0 = 1.0
  p_1 = 1.0
  p_2 = 0.0
  p_3 = 0.0
  p_4 = 0.0
  p_5 = -0.0
  p_6 = 1.0
  p_7 = 0.0
  p_8 = 0.0
  p_9 = 0.0
  p_10 = 0.0
  p_11 = 0.0
  p_12 = 0.0
  p_13 = 1.0
  p_14 = 0.0
  p_15 = 0.0
  p_16 = 0.0
  p_17 = 0.0
  p_18 = 0.0
  p_19 = 0.0
  p_20 = 1.0
  p_21 = 0.0
  p_22 = 0.0
  p_23 = -0.0
  p_24 = 0.0
  p_25 = -0.0
  p_26 = 0.0
  p_27 = 1.0
  p_28 = 0.0
  p_29 = 0.0
  p_30 = 0.0
  p_31 = 0.0
  p_32 = 0.0
  p_33 = 0.0
  p_34 = 1.0
  p_35 = 0.0
  p_36 = 0.0
  p_37 = 0.0
  p_38 = 0.0
  p_39 = 0.0
  p_40 = 0.0
  p_41 = 1.0
  p_42 = 0.0
  p_43 = 0.0
  p_44 = 0.0
  p_45 = 0.0
  p_46 = 0.0
  p_47 = 0.0
  p_48 = 1.0
  p_49 = 0.0
  p_50 = 0.0
  p_51 = -0.0
  p_52 = 0.0
  p_53 = 0.0
  p_54 = 0.0
  p_55 = 1.0
  p_56 = 0.0
  p_57 = 0.0
  p_58 = 0.0
  p_59 = 0.0
  p_60 = 0.0
  p_61 = 0.0
  p_62 = 1.0
  p_63 = 0.0
  p_64 = 0.0
  p_65 = 0.0
  p_66 = 0.0
  p_67 = 0.0
  p_68 = 0.0
  p_69 = 1.0
  p_70 = 0.0
  p_71 = 0.0
  p_72 = 0.0
  p_73 = 0.0
  p_74 = 0.0
  p_75 = 0.0
  p_76 = 1.0
  p_77 = 0.0
  p_78 = 0.0
  p_79 = 0.0
  p_80 = 0.0
  p_81 = 0.0
  p_82 = 0.0
  p_83 = 1.0
  p_84 = 0.0
  p_85 = -0.0
  p_86 = 0.0
  p_87 = 0.0
  p_88 = 0.0
  p_89 = -0.0
  p_90 = 1.0
  p_91 = 0.0
  p_92 = 0.0
  p_93 = 0.0
  p_94 = -0.0
  p_95 = 0.0
  p_96 = 0.0
  p_97 = 1.0
  p_98 = 0.0
  p_99 = 0.0
  p_100 = 0.0
